openedMonth,ticketType,contactType,regionName,deskName,serviceName,symptomName,ctr
1435795200000,INC,Chat,S.America,servicedesk,Software,Oracle - All Other Issues,1
1435795200000,INC,Chat,S.America,servicedesk,Software,Oracle - How to,1
1435795200000,INC,Chat,S.America,servicedesk,Software,Outlook - All Other Issues,1
1435795200000,INC,Chat,S.America,servicedesk,Software,Service Now - How to,1
1435795200000,INC,Chat,S.America,servicedesk,Software,VPN - Configuration,1
1435795200000,INC,Chat,S.America,servicedesk,Software,VPN - Troubleshoot,2
1435795200000,INC,Email,Asia,baseservices,Software,MAAS360 - All Other Issues,1
1435795200000,INC,Email,Asia,baseservices,Software,Mass360 - Device on quarantine,5
1435795200000,INC,Email,Asia,baseservices,Software,Outlook - All Other Issues,1
1435795200000,INC,Email,Asia,baseservices,Software,Software Uninstall,1
1435795200000,INC,Email,Asia,deskside,Hardware,Hardware How to,2
1435795200000,INC,Email,Asia,deskside,Hardware,PC / Laptop Peripherals,1
1435795200000,INC,Email,Asia,deskside,Software,Novelis Specific Software - Upgrade,1
1435795200000,INC,Email,Asia,Others,Services,Network All Other Issues,1
1435795200000,INC,Email,Asia,Others,Services,Network Service Disruption,1
1435795200000,INC,Email,Asia,Others,Software,Novelis Specific Software - Access/Permi,1
1435795200000,INC,Email,Asia,Others,Software,Novelis Specific Software - Software Req,2
1435795200000,INC,Email,Asia,Others,Software,Service Now - Profile issue,1
1435795200000,INC,Email,Asia,servicedesk,Software,Active Directory - Password Reset,2
1435795200000,INC,Email,Asia,servicedesk,Software,Novelis Specific Software - Software Iss,2
1435795200000,INC,Email,Asia,servicedesk,Software,VPN - Add Credentials,1
1435795200000,INC,Email,Europe,deskside,Others,Non IT Questions,1
1435795200000,INC,Email,Europe,deskside,Software,Novelis Specific Software - Configuration,1
1435795200000,INC,Email,Europe,Others,Software,Break Fix - Mapping,1
1435795200000,INC,Email,Europe,Others,Software,Novelis Specific Software - Data Issue,2
1435795200000,INC,Email,Europe,Others,Software,SAP - All other issues,5
1435795200000,INC,Email,Europe,Others,Software,SAP - Password Reset (Prod),1
1435795200000,INC,Email,Europe,servicedesk,Others,Status Check Request,1
1435795200000,INC,Email,Europe,servicedesk,Software,AS400 - Password Reset,1
1435795200000,INC,Email,Europe,servicedesk,Software,Novelis Specific Software - Software Iss,2
1435795200000,INC,Email,Europe,servicedesk,Software,Novelis Specific Software - Software Req,1
1435795200000,INC,Email,Europe,servicedesk,Software,SAP - All other issues,1
1435795200000,INC,Email,Europe,servicedesk,Software,SAP - Password Reset (Others),1
1435795200000,INC,Email,N.America,baseservices,Services,Active Directory Group Access,3
1435795200000,INC,Email,N.America,baseservices,Services,Network All Other Issues,2
1435795200000,INC,Email,N.America,baseservices,Software,Active Directory - Account Disabled,4
1435795200000,INC,Email,N.America,baseservices,Software,Active Directory - Profile Issue,2
1435795200000,INC,Email,N.America,baseservices,Software,Box Operator,1
1435795200000,INC,Email,N.America,baseservices,Software,Mass360 - Device on quarantine,1
1435795200000,INC,Email,N.America,baseservices,Software,Novelis Specific Software - Configuration,1
1435795200000,INC,Email,N.America,baseservices,Software,Novelis Specific Software - Connection,1
1435795200000,INC,Email,N.America,baseservices,Software,Outlook - All Other Issues,1
1435795200000,INC,Email,N.America,baseservices,Software,Software Request,1
1435795200000,INC,Email,N.America,deskside,Software,Novelis Specific Software - Access/Permi,1
1435795200000,INC,Email,N.America,Others,Services,Network Intrusion,2
1435795200000,INC,Email,N.America,Others,Services,Network Service Disruption,1
1435795200000,INC,Email,N.America,Others,Software,Novelis Specific Software - Software Iss,2
1435795200000,INC,Email,N.America,Others,Software,Outlook - All Other Issues,1
1435795200000,INC,Email,N.America,Others,Software,Service Now - All Other Issues,1
1435795200000,INC,Email,N.America,Others,Software,Service Now - Profile issue,3
1435795200000,INC,Email,N.America,Others,Software,Service Request - User Training,1
1435795200000,INC,Email,N.America,servicedesk,Services,Services How to,1
1435795200000,INC,Email,S.America,baseservices,Software,Active Directory - Profile Issue,1
1435795200000,INC,Email,S.America,deskside,Hardware,PC / Laptop Install,1
1435795200000,INC,Email,S.America,Others,Software,Novelis Specific Software - Software Req,1
1435795200000,INC,Phone,Asia,baseservices,Services,Configuration Issue,1
1435795200000,INC,Phone,Asia,baseservices,Software,Active Directory - Account Disabled,2
1435795200000,INC,Phone,Asia,baseservices,Software,Lotus Notes - Password Reset,1
1435795200000,INC,Phone,Asia,baseservices,Software,MAAS360 - All Other Issues,8
1435795200000,INC,Phone,Asia,baseservices,Software,Mass360 - Device on quarantine,5
1435795200000,INC,Phone,Asia,baseservices,Software,Novelis Specific Software - Access/Permi,1
1435795200000,INC,Phone,Asia,baseservices,Software,Novelis Specific Software - Configuration,1
1435795200000,INC,Phone,Asia,baseservices,Software,Novelis Specific Software - Software Iss,1
1435795200000,INC,Phone,Asia,baseservices,Software,Outlook - All Other Issues,5
1435795200000,INC,Phone,Asia,baseservices,Software,Outlook - Profile issue,1
1435795200000,INC,Phone,Asia,baseservices,Software,Outlook - Setup,1
1435795200000,INC,Phone,Asia,baseservices,Software,SCCM - Policy Violation Non-approved SW,6
1435795200000,INC,Phone,Asia,baseservices,Software,Windows - All Other Issues,1
1435795200000,INC,Phone,Asia,deskside,Hardware,Hardware How to,2
1435795200000,INC,Phone,Asia,deskside,Hardware,Hardware Replacement,1
1435795200000,INC,Phone,Asia,deskside,Hardware,Mobile Devices Device Issue,1
1435795200000,INC,Phone,Asia,deskside,Hardware,PC / Laptop Device Issue,5
1435795200000,INC,Phone,Asia,deskside,Hardware,PC / Laptop Install,2
1435795200000,INC,Phone,Asia,deskside,Hardware,PC / Laptop Peripherals,4
1435795200000,INC,Phone,Asia,deskside,Hardware,PC / Laptop Troubleshoot,7
1435795200000,INC,Phone,Asia,deskside,Hardware,Printer Device Issue,2
1435795200000,INC,Phone,Asia,deskside,Hardware,Printer Install,4
1435795200000,INC,Phone,Asia,deskside,Hardware,Printer Replace Toner,4
1435795200000,INC,Phone,Asia,deskside,Hardware,Printer Troubleshoot,3
1435795200000,INC,Phone,Asia,deskside,Hardware,Projector Issue,1
1435795200000,INC,Phone,Asia,deskside,Others,Non IT Questions,1
1435795200000,INC,Phone,Asia,deskside,Services,Network All Other Issues,3
1435795200000,INC,Phone,Asia,deskside,Services,Telecoms configuration,1
1435795200000,INC,Phone,Asia,deskside,Software,Active Directory - Account Disabled,1
1435795200000,INC,Phone,Asia,deskside,Software,Lotus Notes- software issue,1
1435795200000,INC,Phone,Asia,deskside,Software,MAAS360 - All Other Issues,1
1435795200000,INC,Phone,Asia,deskside,Software,Maximo,1
1435795200000,INC,Phone,Asia,deskside,Software,MS Office - Troubleshoot,1
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - Access/Permi,3
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - Configuration,2
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - How To,1
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - Software Iss,2
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - Upgrade,1
1435795200000,INC,Phone,Asia,deskside,Software,Novelis Specific Software - User Adminis,1
1435795200000,INC,Phone,Asia,deskside,Software,PDA-troubleshoot(Barcode identify device,1
1435795200000,INC,Phone,Asia,deskside,Software,Software Install,3
1435795200000,INC,Phone,Asia,deskside,Software,Virus / Malware - All issues,8
1435795200000,INC,Phone,Asia,deskside,Software,Webex - All Other Issues,1
1435795200000,INC,Phone,Asia,deskside,Software,Windows - All Other Issues,6
1435795200000,INC,Phone,Asia,deskside,Software,Windows Configuration,2
1435795200000,INC,Phone,Asia,deskside,Software,Windows Troubleshoot,3
1435795200000,INC,Phone,Asia,Others,Hardware,Hardware How to,1
1435795200000,INC,Phone,Asia,Others,Hardware,PC / Laptop How to,1
1435795200000,INC,Phone,Asia,Others,Hardware,PC / Laptop Install,1
1435795200000,INC,Phone,Asia,Others,Hardware,Printer Troubleshoot,1
1435795200000,INC,Phone,Asia,Others,Hardware,Telephony Device Issue,1
1435795200000,INC,Phone,Asia,Others,Services,Network All Other Issues,5
1435795200000,INC,Phone,Asia,Others,Services,Network Service Disruption,1
1435795200000,INC,Phone,Asia,Others,Services,Telecoms All Other Issues,1
1435795200000,INC,Phone,Asia,Others,Services,Telecoms configuration,1
1435795200000,INC,Phone,Asia,Others,Software,Active Directory - Profile Issue,1
1435795200000,INC,Phone,Asia,Others,Software,Active Directory - Update Information,1
1435795200000,INC,Phone,Asia,Others,Software,Jabber - Certificate Issue,2
1435795200000,INC,Phone,Asia,Others,Software,Lotus Notes - Configuration,1
1435795200000,INC,Phone,Asia,Others,Software,Lotus Notes - Database Access,3
1435795200000,INC,Phone,Asia,Others,Software,Lotus Notes- software issue,1
1435795200000,INC,Phone,Asia,Others,Software,Maximo,1
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Access/Permi,22
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Configuration,1
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Connection,1
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Data Issue,3
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Password Res,13
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - Software Iss,2
1435795200000,INC,Phone,Asia,Others,Software,Novelis Specific Software - User Adminis,30
1435795200000,INC,Phone,Asia,Others,Software,Service Now - All Other Issues,1
1435795200000,INC,Phone,Asia,Others,Software,Software Install,1
1435795200000,INC,Phone,Asia,servicedesk,Hardware,PC / Laptop How to,7
1435795200000,INC,Phone,Asia,servicedesk,Hardware,Printer Configuration,1
1435795200000,INC,Phone,Asia,servicedesk,Hardware,Printer How to,2
1435795200000,INC,Phone,Asia,servicedesk,Hardware,Printer Troubleshoot,1
1435795200000,INC,Phone,Asia,servicedesk,Others,Call Disconnected,2
1435795200000,INC,Phone,Asia,servicedesk,Others,Disconnected Call - Hung up before verif,1
1435795200000,INC,Phone,Asia,servicedesk,Others,Non IT Questions,2
1435795200000,INC,Phone,Asia,servicedesk,Others,Status Check,5
1435795200000,INC,Phone,Asia,servicedesk,Others,Status Check Incident,38
1435795200000,INC,Phone,Asia,servicedesk,Others,Status Check Request,34
1435795200000,INC,Phone,Asia,servicedesk,Services,Network All Other Issues,1
1435795200000,INC,Phone,Asia,servicedesk,Services,Network Configuration,4
1435795200000,INC,Phone,Asia,servicedesk,Services,Services How to,5
1435795200000,INC,Phone,Asia,servicedesk,Services,Telecoms All Other Issues,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Active Directory - Password Reset,34
1435795200000,INC,Phone,Asia,servicedesk,Software,Lotus Notes - Configuration,4
1435795200000,INC,Phone,Asia,servicedesk,Software,MAAS360 - All Other Issues,1
1435795200000,INC,Phone,Asia,servicedesk,Software,MAAS360 - Enrollment,2
1435795200000,INC,Phone,Asia,servicedesk,Software,MAAS360 - Install,1
1435795200000,INC,Phone,Asia,servicedesk,Software,MAAS360 - Troubleshoot,7
1435795200000,INC,Phone,Asia,servicedesk,Software,Mass360 - Device on quarantine,1
1435795200000,INC,Phone,Asia,servicedesk,Software,MS Office - All Other Issues,3
1435795200000,INC,Phone,Asia,servicedesk,Software,MS Office - Troubleshoot,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - Access/Permi,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - Connection,2
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - How To,18
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - Software Iss,3
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - Software Req,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Novelis Specific Software - User Adminis,2
1435795200000,INC,Phone,Asia,servicedesk,Software,Oracle - How to,6
1435795200000,INC,Phone,Asia,servicedesk,Software,Outlook - All Other Issues,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Outlook - Configuration,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Outlook - Troubleshoot,6
1435795200000,INC,Phone,Asia,servicedesk,Software,Service Now - How to,1
1435795200000,INC,Phone,Asia,servicedesk,Software,Software How to,14
1435795200000,INC,Phone,Asia,servicedesk,Software,Software Install,5
1435795200000,INC,Phone,Asia,servicedesk,Software,VPN - Add Credentials,16
1435795200000,INC,Phone,Asia,servicedesk,Software,VPN - Install,1
1435795200000,INC,Phone,Asia,servicedesk,Software,VPN - Troubleshoot,4
1435795200000,INC,Phone,Asia,servicedesk,Software,Webex - How to,2
1435795200000,INC,Phone,Asia,servicedesk,Software,Windows Configuration,2
1435795200000,INC,Phone,Asia,servicedesk,Software,Windows Troubleshoot,9
1435795200000,INC,Phone,Asia,servicedesk,Blank,Call Disconnected,3
1435795200000,INC,Phone,Asia,servicedesk,Blank,Status Check,7
1435795200000,INC,Phone,Europe,baseservices,Hardware,Printer Device Issue,1
1435795200000,INC,Phone,Europe,baseservices,Hardware,Printer Troubleshoot,1
1435795200000,INC,Phone,Europe,baseservices,Services,Network All Other Issues,2
1435795200000,INC,Phone,Europe,baseservices,Software,Active Directory - Profile Issue,5
1435795200000,INC,Phone,Europe,baseservices,Software,Active Directory - Update Information,1
1435795200000,INC,Phone,Europe,baseservices,Software,Lotus Notes - Configuration,1
1435795200000,INC,Phone,Europe,baseservices,Software,Lotus Notes - Database Access,1
1435795200000,INC,Phone,Europe,baseservices,Software,Lotus Notes - Password Reset,1
1435795200000,INC,Phone,Europe,baseservices,Software,MAAS360 - All Other Issues,3
1435795200000,INC,Phone,Europe,baseservices,Software,MAAS360 - Configuration,2
1435795200000,INC,Phone,Europe,baseservices,Software,MAAS360 - Enrollment,1
1435795200000,INC,Phone,Europe,baseservices,Software,MAAS360 - Troubleshoot,1
1435795200000,INC,Phone,Europe,baseservices,Software,MS Office - All Other Issues,1
1435795200000,INC,Phone,Europe,baseservices,Software,Novelis Specific Software - Access/Permi,4
1435795200000,INC,Phone,Europe,baseservices,Software,Novelis Specific Software - Configuration,1
1435795200000,INC,Phone,Europe,baseservices,Software,Novelis Specific Software - How To,1
1435795200000,INC,Phone,Europe,baseservices,Software,Novelis Specific Software - Software Iss,1
1435795200000,INC,Phone,Europe,baseservices,Software,Novelis Specific Software - Upgrade,3
1435795200000,INC,Phone,Europe,baseservices,Software,Outlook - All Other Issues,2
1435795200000,INC,Phone,Europe,baseservices,Software,Software Install,3
1435795200000,INC,Phone,Europe,baseservices,Software,VPN - Troubleshoot,1
1435795200000,INC,Phone,Europe,baseservices,Software,Windows - All Other Issues,1
1435795200000,INC,Phone,Europe,deskside,Hardware,Hardware How to,1
1435795200000,INC,Phone,Europe,deskside,Hardware,Hardware Replacement,2
1435795200000,INC,Phone,Europe,deskside,Hardware,Mobile Devices All Other Issues,2
1435795200000,INC,Phone,Europe,deskside,Hardware,PC / Laptop Device Issue,13
1435795200000,INC,Phone,Europe,deskside,Hardware,PC / Laptop Install,1
1435795200000,INC,Phone,Europe,deskside,Hardware,PC / Laptop Peripherals,3
1435795200000,INC,Phone,Europe,deskside,Hardware,PC / Laptop Troubleshoot,2
1435795200000,INC,Phone,Europe,deskside,Hardware,Printer Configuration,3
1435795200000,INC,Phone,Europe,deskside,Hardware,Printer Device Issue,18
1435795200000,INC,Phone,Europe,deskside,Hardware,Printer Install,2
1435795200000,INC,Phone,Europe,deskside,Hardware,Printer Troubleshoot,1
1435795200000,INC,Phone,Europe,deskside,Hardware,Projector Issue,1
1435795200000,INC,Phone,Europe,deskside,Hardware,Telephony Device Issue,11
1435795200000,INC,Phone,Europe,deskside,Others,Non IT Questions,2
1435795200000,INC,Phone,Europe,deskside,Others,Status Check,2
1435795200000,INC,Phone,Europe,deskside,Services,Configuration Issue,1
1435795200000,INC,Phone,Europe,deskside,Services,Network All Other Issues,2
1435795200000,INC,Phone,Europe,deskside,Software,Active Directory - Password Reset,1
1435795200000,INC,Phone,Europe,deskside,Software,Lotus Notes - Certificate Issue,1
1435795200000,INC,Phone,Europe,deskside,Software,Lotus Notes- software issue,1
1435795200000,INC,Phone,Europe,deskside,Software,MS Office - All Other Issues,1
1435795200000,INC,Phone,Europe,deskside,Software,MS Office - Troubleshoot,1
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - Access/Permi,7
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - Configuration,2
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - Connection,3
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - How To,4
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - Software Iss,18
1435795200000,INC,Phone,Europe,deskside,Software,Novelis Specific Software - Software Req,3
1435795200000,INC,Phone,Europe,deskside,Software,Outlook - All Other Issues,1
1435795200000,INC,Phone,Europe,deskside,Software,Outlook - Configuration,1
1435795200000,INC,Phone,Europe,deskside,Software,Outlook - Profile issue,1
1435795200000,INC,Phone,Europe,deskside,Software,SAP - All other issues,3
1435795200000,INC,Phone,Europe,deskside,Software,Software Install,4
1435795200000,INC,Phone,Europe,deskside,Software,Software Request,1
1435795200000,INC,Phone,Europe,deskside,Software,Software Update,1
1435795200000,INC,Phone,Europe,deskside,Software,Virus / Malware - All issues,8
1435795200000,INC,Phone,Europe,deskside,Software,Virus/Malware - SW malfunction,1
1435795200000,INC,Phone,Europe,deskside,Software,VPN - Troubleshoot,2
1435795200000,INC,Phone,Europe,deskside,Software,Webex - All Other Issues,1
1435795200000,INC,Phone,Europe,deskside,Software,Windows - All Other Issues,3
1435795200000,INC,Phone,Europe,Others,Hardware,Mobile Devices All Other Issues,1
1435795200000,INC,Phone,Europe,Others,Hardware,PC / Laptop Device Issue,3
1435795200000,INC,Phone,Europe,Others,Hardware,Printer Configuration,1
1435795200000,INC,Phone,Europe,Others,Hardware,Printer Device Issue,3
1435795200000,INC,Phone,Europe,Others,Hardware,Telephony Device Issue,4
1435795200000,INC,Phone,Europe,Others,Others,Status Check Incident,3
1435795200000,INC,Phone,Europe,Others,Others,Status Check Request,2
1435795200000,INC,Phone,Europe,Others,Services,Configuration Issue,2
1435795200000,INC,Phone,Europe,Others,Services,Network All Other Issues,4
1435795200000,INC,Phone,Europe,Others,Services,Network Configuration,1
1435795200000,INC,Phone,Europe,Others,Services,Network Service Disruption,4
1435795200000,INC,Phone,Europe,Others,Services,Printer Device Issue,1
1435795200000,INC,Phone,Europe,Others,Services,Telecoms All Other Issues,1
1435795200000,INC,Phone,Europe,Others,Software,Active Directory - Account Disabled,1
1435795200000,INC,Phone,Europe,Others,Software,AS400 - All Other Issues,8
1435795200000,INC,Phone,Europe,Others,Software,AS400 - Data Issue,13
1435795200000,INC,Phone,Europe,Others,Software,AS400 - Password Reset,5
1435795200000,INC,Phone,Europe,Others,Software,AS400 - Printer Issue,1
1435795200000,INC,Phone,Europe,Others,Software,Break Fix - Configuration,1
1435795200000,INC,Phone,Europe,Others,Software,Break Fix - Master Data,1
1435795200000,INC,Phone,Europe,Others,Software,ESS - Submit Request,1
1435795200000,INC,Phone,Europe,Others,Software,Lotus Notes - Configuration,1
1435795200000,INC,Phone,Europe,Others,Software,Lotus Notes - Database Access,5
1435795200000,INC,Phone,Europe,Others,Software,Lotus Notes- software issue,1
1435795200000,INC,Phone,Europe,Others,Software,MAAS360 - Enrollment,1
1435795200000,INC,Phone,Europe,Others,Software,MS Office - All Other Issues,1
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Access/Permi,12
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Configuration,6
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Connection,2
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Data Issue,7
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Password Res,1
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - Software Iss,6
1435795200000,INC,Phone,Europe,Others,Software,Novelis Specific Software - User Adminis,2
1435795200000,INC,Phone,Europe,Others,Software,Outlook - All Other Issues,1
1435795200000,INC,Phone,Europe,Others,Software,Outlook - Troubleshoot,1
1435795200000,INC,Phone,Europe,Others,Software,Pending - User Confirmation,1
1435795200000,INC,Phone,Europe,Others,Software,SAP - All other issues,19
1435795200000,INC,Phone,Europe,Others,Software,SAP - Password Reset (Others),1
1435795200000,INC,Phone,Europe,Others,Software,SAP - Password Reset (Prod),1
1435795200000,INC,Phone,Europe,Others,Software,Security - Authorization,3
1435795200000,INC,Phone,Europe,Others,Software,service ,1
1435795200000,INC,Phone,Europe,Others,Software,Service Now - All Other Issues,2
1435795200000,INC,Phone,Europe,Others,Software,Service Now - Data Issue,1
